,index,wid,game,image,responses,remembered_outcome,category_1,category_2,category_3,category_4,outcome,outcome_mem_difference,item
810,894,w108c7bf,3,Animal_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Small,-2,0.0,Animal_Sea_Pattern_Small
811,895,w108c7bf,3,Object_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Small,2,0.0,Object_Sea_Solid_Small
812,896,w108c7bf,3,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,1,0.0,Object_Sea_Pattern_Large
813,897,w108c7bf,3,Animal_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Small,-1,0.0,Animal_Sea_Solid_Small
814,898,w108c7bf,3,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-1,0.0,Object_Land_Pattern_Small
815,899,w108c7bf,3,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,2,0.0,Object_Land_Solid_Small
816,900,w108c7bf,4,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-2,-1.0,Animal_Sea_Pattern_Large
817,901,w108c7bf,4,Animal_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Large,-2,0.0,Animal_Sea_Solid_Large
818,902,w108c7bf,4,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,2,0.0,Animal_Sea_Pattern_Small
819,903,w108c7bf,4,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,-2,0.0,Object_Sea_Solid_Large
820,904,w108c7bf,4,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,1,0.0,Object_Land_Pattern_Large
821,905,w108c7bf,4,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,1,0.0,Animal_Sea_Solid_Small
822,906,w108c7bf,5,Object_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Small,-2,0.0,Object_Land_Solid_Small
823,907,w108c7bf,5,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,1,0.0,Object_Sea_Pattern_Small
824,908,w108c7bf,5,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-2,-1.0,Object_Land_Pattern_Large
825,909,w108c7bf,5,Object_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Small,2,0.0,Object_Land_Pattern_Small
826,910,w108c7bf,5,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,1,0.0,Animal_Land_Solid_Large
827,911,w108c7bf,5,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,-2,0.0,Animal_Land_Solid_Small
828,912,w108c7bf,6,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
829,913,w108c7bf,6,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,1,0.0,Object_Sea_Pattern_Small
830,914,w108c7bf,6,Animal_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Large,-2,0.0,Animal_Land_Pattern_Large
831,915,w108c7bf,6,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,2,0.0,Animal_Sea_Pattern_Small
832,916,w108c7bf,6,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-1,-2.0,Animal_Sea_Solid_Small
833,917,w108c7bf,6,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,2,0.0,Animal_Land_Pattern_Small
834,918,w108c7bf,7,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,1,0.0,Animal_Land_Pattern_Small
835,919,w108c7bf,7,Object_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Large,1,0.0,Object_Sea_Solid_Large
836,920,w108c7bf,7,Object_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Large,-1,-2.0,Object_Land_Solid_Large
837,921,w108c7bf,7,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-2,-1.0,Object_Land_Pattern_Large
838,922,w108c7bf,7,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,1,0.0,Animal_Sea_Pattern_Large
839,923,w108c7bf,7,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,-1,-2.0,Object_Sea_Pattern_Large
840,924,w2e6acfb,1,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,2,0.0,Object_Land_Solid_Small
841,925,w2e6acfb,1,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,-2,-1.0,Object_Sea_Solid_Large
842,926,w2e6acfb,1,Animal_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Large,2,4.0,Animal_Sea_Solid_Large
843,927,w2e6acfb,1,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,-2,-3.0,Animal_Land_Solid_Large
844,928,w2e6acfb,1,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,2,0.0,Object_Land_Pattern_Large
845,929,w2e6acfb,1,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-1,0.0,Animal_Land_Solid_Small
846,930,w2e6acfb,2,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,1,0.0,Object_Land_Solid_Small
847,931,w2e6acfb,2,Object_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Small,2,3.0,Object_Sea_Solid_Small
848,932,w2e6acfb,2,Animal_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Large,-2,0.0,Animal_Sea_Solid_Large
849,933,w2e6acfb,2,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-1,-2.0,Animal_Sea_Solid_Small
850,934,w2e6acfb,2,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,-1,-2.0,Object_Land_Pattern_Small
851,935,w2e6acfb,2,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,1,2.0,Object_Land_Solid_Large
852,936,w2e6acfb,3,Object_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Small,2,0.0,Object_Sea_Pattern_Small
853,937,w2e6acfb,3,Animal_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Small,2,3.0,Animal_Land_Pattern_Small
854,938,w2e6acfb,3,Object_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Large,-2,0.0,Object_Land_Pattern_Large
855,939,w2e6acfb,3,Animal_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Large,-1,-3.0,Animal_Sea_Pattern_Large
856,940,w2e6acfb,3,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,2,3.0,Object_Land_Solid_Large
857,941,w2e6acfb,3,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,-2,-3.0,Animal_Land_Pattern_Large
858,942,w2e6acfb,4,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,1,2.0,Object_Land_Pattern_Large
859,943,w2e6acfb,4,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,1,0.0,Animal_Land_Pattern_Large
860,944,w2e6acfb,4,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-1,0.0,Animal_Sea_Pattern_Large
861,945,w2e6acfb,4,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-1,0.0,Animal_Sea_Pattern_Small
862,946,w2e6acfb,4,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-1,0.0,Animal_Land_Solid_Small
863,947,w2e6acfb,4,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,1,0.0,Object_Sea_Pattern_Large
864,948,w2e6acfb,5,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,-2,-4.0,Object_Land_Solid_Small
865,949,w2e6acfb,5,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,1,0.0,Object_Land_Pattern_Small
866,950,w2e6acfb,5,Object_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Small,1,-1.0,Object_Sea_Solid_Small
867,951,w2e6acfb,5,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,1,0.0,Object_Sea_Pattern_Large
868,952,w2e6acfb,5,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,-1,-2.0,Animal_Land_Solid_Small
869,953,w2e6acfb,5,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-2,-3.0,Animal_Sea_Solid_Small
870,954,w2e6acfb,6,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
871,955,w2e6acfb,6,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,-2,-3.0,Animal_Land_Solid_Small
872,956,w2e6acfb,6,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,1,0.0,Object_Land_Pattern_Small
873,957,w2e6acfb,6,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-2,-1.0,Animal_Land_Pattern_Large
874,958,w2e6acfb,6,Animal_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Large,2,0.0,Animal_Land_Solid_Large
875,959,w2e6acfb,6,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-2,-1.0,Animal_Sea_Pattern_Large
876,960,w2e6acfb,7,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,-2,0.0,Object_Sea_Pattern_Small
877,961,w2e6acfb,7,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-2,0.0,Animal_Sea_Pattern_Large
878,962,w2e6acfb,7,Object_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Large,1,0.0,Object_Sea_Solid_Large
879,963,w2e6acfb,7,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,1,0.0,Animal_Sea_Pattern_Small
880,964,w2e6acfb,7,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,-2,-4.0,Animal_Sea_Solid_Large
881,965,w2e6acfb,7,Animal_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Small,2,3.0,Animal_Land_Pattern_Small
882,966,w496515d,1,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,1,0.0,Animal_Sea_Solid_Small
883,967,w496515d,1,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,-1,0.0,Object_Sea_Pattern_Large
884,968,w496515d,1,Object_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Large,-1,-2.0,Object_Sea_Solid_Large
885,969,w496515d,1,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,2,1.0,Animal_Land_Solid_Small
886,970,w496515d,1,Object_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Small,1,2.0,Object_Sea_Solid_Small
887,971,w496515d,1,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-1,0.0,Animal_Sea_Pattern_Small
888,972,w496515d,2,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,1,0.0,Animal_Land_Solid_Large
889,973,w496515d,2,Animal_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Large,-2,0.0,Animal_Land_Pattern_Large
890,974,w496515d,2,Object_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Large,-2,-3.0,Object_Land_Solid_Large
891,975,w496515d,2,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,1,0.0,Object_Land_Solid_Small
892,976,w496515d,2,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-2,-1.0,Object_Land_Pattern_Small
893,977,w496515d,2,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
894,978,w496515d,3,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,-1,-2.0,Animal_Sea_Pattern_Large
895,979,w496515d,3,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,-2,-1.0,Object_Sea_Solid_Large
896,980,w496515d,3,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,1,0.0,Animal_Land_Pattern_Large
897,981,w496515d,3,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-1,0.0,Animal_Sea_Pattern_Small
898,982,w496515d,3,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,2,1.0,Animal_Land_Pattern_Small
899,983,w496515d,3,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,1,0.0,Object_Sea_Pattern_Small
900,984,w496515d,4,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,-1,-2.0,Animal_Land_Pattern_Small
901,985,w496515d,4,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-1,-2.0,Animal_Sea_Solid_Small
902,986,w496515d,4,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,1,2.0,Animal_Sea_Pattern_Small
903,987,w496515d,4,Animal_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Large,2,1.0,Animal_Sea_Solid_Large
904,988,w496515d,4,Animal_Sea_Pattern_Large,"{""Q0"":""+!""}",,Animal,Sea,Pattern,Large,2,,Animal_Sea_Pattern_Large
905,989,w496515d,4,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-1,0.0,Object_Land_Pattern_Large
906,990,w496515d,5,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,2,1.0,Object_Sea_Pattern_Large
907,991,w496515d,5,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,-1,-2.0,Object_Sea_Pattern_Small
908,992,w496515d,5,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-1,0.0,Animal_Sea_Pattern_Small
909,993,w496515d,5,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,1,2.0,Object_Land_Pattern_Small
910,994,w496515d,5,Animal_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Large,-1,0.0,Animal_Sea_Solid_Large
911,995,w496515d,5,Object_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Large,1,0.0,Object_Sea_Solid_Large
912,996,w496515d,6,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,-1,-2.0,Object_Land_Pattern_Small
913,997,w496515d,6,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,2,1.0,Animal_Land_Pattern_Large
914,998,w496515d,6,Object_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Small,-2,-1.0,Object_Land_Solid_Small
915,999,w496515d,6,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,1,0.0,Animal_Land_Solid_Small
916,1000,w496515d,6,Object_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Small,-2,-4.0,Object_Sea_Solid_Small
917,1001,w496515d,6,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,1,0.0,Animal_Land_Solid_Large
918,1002,w496515d,7,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,-1,-3.0,Animal_Sea_Solid_Small
919,1003,w496515d,7,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,2,3.0,Object_Sea_Solid_Large
920,1004,w496515d,7,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,1,0.0,Object_Sea_Pattern_Small
921,1005,w496515d,7,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-2,-1.0,Object_Land_Pattern_Large
922,1006,w496515d,7,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,-1,0.0,Object_Land_Solid_Large
923,1007,w496515d,7,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
924,1008,wa0cc687,1,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
925,1009,wa0cc687,1,Animal_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Large,-1,1.0,Animal_Sea_Solid_Large
926,1010,wa0cc687,1,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,2,1.0,Object_Sea_Pattern_Large
927,1011,wa0cc687,1,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,1,0.0,Animal_Land_Solid_Large
928,1012,wa0cc687,1,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,-2,-3.0,Animal_Sea_Pattern_Large
929,1013,wa0cc687,1,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,-2,-1.0,Object_Land_Solid_Large
930,1014,wa0cc687,2,Object_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Large,-1,-2.0,Object_Land_Solid_Large
931,1015,wa0cc687,2,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
932,1016,wa0cc687,2,Animal_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Large,-1,0.0,Animal_Sea_Solid_Large
933,1017,wa0cc687,2,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-1,0.0,Object_Land_Pattern_Small
934,1018,wa0cc687,2,Object_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Large,2,0.0,Object_Sea_Solid_Large
935,1019,wa0cc687,2,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,1,-1.0,Animal_Sea_Solid_Small
936,1020,wa0cc687,3,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,2,4.0,Object_Sea_Solid_Large
937,1021,wa0cc687,3,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,1,0.0,Animal_Sea_Pattern_Small
938,1022,wa0cc687,3,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,-1,-2.0,Object_Sea_Pattern_Large
939,1023,wa0cc687,3,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,-2,0.0,Object_Sea_Pattern_Small
940,1024,wa0cc687,3,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,1,0.0,Animal_Land_Solid_Small
941,1025,wa0cc687,3,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,-2,0.0,Object_Sea_Solid_Small
942,1026,wa0cc687,4,Object_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Small,2,3.0,Object_Land_Solid_Small
943,1027,wa0cc687,4,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,2,3.0,Object_Sea_Pattern_Small
944,1028,wa0cc687,4,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-1,0.0,Object_Land_Pattern_Small
945,1029,wa0cc687,4,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
946,1030,wa0cc687,4,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,-1,-2.0,Object_Land_Pattern_Large
947,1031,wa0cc687,4,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-2,0.0,Animal_Sea_Pattern_Large
948,1032,wa0cc687,5,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,1,2.0,Object_Land_Pattern_Small
949,1033,wa0cc687,5,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-1,0.0,Animal_Sea_Pattern_Small
950,1034,wa0cc687,5,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,-2,-3.0,Animal_Land_Pattern_Small
951,1035,wa0cc687,5,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,1,0.0,Object_Land_Solid_Small
952,1036,wa0cc687,5,Animal_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Small,-1,1.0,Animal_Sea_Solid_Small
953,1037,wa0cc687,5,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,1,2.0,Object_Land_Pattern_Large
954,1038,wa0cc687,6,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,-1,0.0,Object_Sea_Solid_Large
955,1039,wa0cc687,6,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-2,0.0,Animal_Sea_Pattern_Large
956,1040,wa0cc687,6,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-1,0.0,Animal_Land_Pattern_Large
957,1041,wa0cc687,6,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,2,1.0,Animal_Sea_Pattern_Small
958,1042,wa0cc687,6,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,2,0.0,Animal_Land_Pattern_Small
959,1043,wa0cc687,6,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,2,1.0,Animal_Land_Solid_Large
960,1044,wa0cc687,7,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,2,1.0,Object_Land_Solid_Small
961,1045,wa0cc687,7,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,-2,-3.0,Animal_Land_Pattern_Small
962,1046,wa0cc687,7,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-1,0.0,Animal_Land_Solid_Small
963,1047,wa0cc687,7,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,2,3.0,Object_Sea_Pattern_Small
964,1048,wa0cc687,7,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,1,2.0,Animal_Land_Pattern_Large
965,1049,wa0cc687,7,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-1,0.0,Object_Land_Pattern_Large
966,1050,we07eba7,1,Animal_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Large,1,-1.0,Animal_Land_Pattern_Large
967,1051,we07eba7,1,Object_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Large,2,4.0,Object_Land_Pattern_Large
968,1052,we07eba7,1,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-1,1.0,Animal_Land_Solid_Large
969,1053,we07eba7,1,Animal_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Small,-2,0.0,Animal_Sea_Solid_Small
970,1054,we07eba7,1,Animal_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Large,-2,-4.0,Animal_Sea_Pattern_Large
971,1055,we07eba7,1,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,2,3.0,Object_Land_Solid_Large
972,1056,we07eba7,2,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,1,0.0,Animal_Land_Solid_Small
973,1057,we07eba7,2,Animal_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Large,-2,0.0,Animal_Sea_Solid_Large
974,1058,we07eba7,2,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,1,-1.0,Animal_Sea_Pattern_Small
975,1059,we07eba7,2,Object_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Large,2,0.0,Object_Land_Solid_Large
976,1060,we07eba7,2,Animal_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Large,-2,-1.0,Animal_Land_Solid_Large
977,1061,we07eba7,2,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,-1,1.0,Animal_Land_Pattern_Small
978,1062,we07eba7,3,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-2,-1.0,Animal_Land_Solid_Small
979,1063,we07eba7,3,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,1,0.0,Object_Land_Pattern_Large
